<div>〜局</div>,〜きょく,,[接尾]……局,<div>△郵便局/邮局</div>,,,,,
<div>巨大</div>,きょだい,[0],[ナ形]巨大,△巨大な船/巨大的船,,,[sound:巨大.mp3],,
<div>距離</div>,きょり,①,[名]距离，间隔;差距,△距離を測る。/测量距离。,,,[sound:距離.mp3],,
<div>きらきら</div>,きらきら,①,[副•自動3]闪烁，闪耀，耀眼,△星がきらきらと光る。/星光闪耀。,<div>ぴかぴか②①[0][副•自動3 •ナ形]闪闪发光</div>,,[sound:きらきら.mp3],,
<div>気楽</div>,きらく,[0],[名•ナ形]轻松，随便，安闲,△気楽に暮らす。/安闲度日。,,,[sound:気楽.mp3],,
<div>霧</div>,きり,[0],[名]雾,<div>△霧が晴れる。/雾散。</div>,,,[sound:霧.mp3],,
<div>ぎリぎり</div>,ぎリぎり,[0]①,[名.副]最大限度,极限,<div>△時間ぎりぎりで間に合う。/时间勉强来得及。</div><div>△ぎりぎり一杯/最大限度</div>,,,[sound:baidu-4bc7dedd-c3b1e85c-a8385cd1-8abd386b-c0304d94.mp3],,
<div>切れる</div>,きれる,②,<div>[自動2]砍伤，切伤;到期,用尽</div>,<div>△期限が切れる。/到期。</div><div>△商品が切れる。/商品售磬。</div>,,,[sound:切れる.mp3],,
<div>記録</div>,きろく,[0],[名•他動3]记载，记录,△事件の経過を記録する。/把事件的经过记录下来。,,,[sound:記録.mp3],,
<div>議論</div>,ぎろん,①,[名•他動3]议论，讨论,△謙論に花が咲く。/热烈讨论。&nbsp;,,,[sound:議論.mp3],,
<div>禁煙席</div>,きんえんせき,③,[名]禁烟区,,<div>喫煙席（きつえんせき）③[名]吸烟区&nbsp;</div>,,[sound:baidu-575ab75e-c4c6064c-72788db2-1702eeb9-7c08bbde.mp3],,
<div>金額</div>,きんがく,[0],[名]金额,△莫大な金額に上る。/金额巨大。,,,[sound:金額.mp3],,
<div>緊急</div>,きんきゅう,[0],<div>[名•ナ形]紧急;急迫，迫不及待</div>,△緊总会儀/紧急会议&nbsp;,,,[sound:緊急.mp3],,
<div>禁止</div>,きんし,[0],[名•他動3]禁止,△出入り禁止/禁止出入,,,[sound:禁止.mp3],,
金属,きんぞく,①,[名]金属,,,,[sound:金属.mp3],,
<div>近代</div>,きんだい,①,[名]近代;现代,△近代史/近代史,,,[sound:近代.mp3],,
<div>緊張</div>,きんちょう,[0],[名•自動3]紧张,<div>△両国の関係が緊張した。/两国关系紧张。</div>,,,[sound:緊張.mp3],,
<div>近年</div>,きんねん,①,[名]近几年，最近,△近年にない豊作/近几年难得的丰收,,,[sound:近年.mp3],,
<div>勤勉</div>,きんべん,[0],<div>[名•ナ形]勤勉•勤奋.勤劳</div>,<div>△勤勉な人/勤勉的人</div>,,,[sound:勤勉.mp3],,
<div>勤務</div>,きんむ,①,[名•自動3]勤务，班,△1日8時間勤務する。/一天工作八小时。,,,[sound:勤務.mp3],,
<div>空席</div>,くうせき,[0],[名]空座;空缺的职位,△空席がない。/没有空位。满员。,,,[sound:空席.mp3],,
<div>cooler</div>,クーラー,①,[名]冷气设备,△クーラーを入れる。/打开冷气。,暖房（だんぼう）[0][名]供暖；暖气设备,,[sound:クーラー.mp3],,
<div>腐る</div>,くさる,②,<div>[自動1]腐烂.腐败；腐朽;消沉</div>,△腐ったりんご/腐烂的苹果.<div>△気持ちが腐っている。/情绪消沉。</div>,,,[sound:腐る.mp3],,
くしゃみ,<div>くしゃみ</div>,②,[名]喷嚏,<div>△くしゃみをする。/打喷嚏。</div>,,,[sound:baidu-309f02ef-b8c8eaa1-4d197b2c-7ea6985d-ce1b25fd.mp3],,
<div>ぐずぐず</div>,ぐずぐず,①,[副]磨磨蹭蹭，慢吞呑;唠叨,<div>△ぐずぐずしていると、パスに間に合わないよ。/磨磨蹭蹭的话，会赶不上公车哦。</div><div>△ぐずぐず文句を言っている。/唠叨不停。</div>,,,[sound:ぐずぐず.mp3],,
<div>崩す</div>,くずす,②,<div>[他動1]拆毁，拆散;弄凌乱，(使）敗乱</div>,<div>△列を崩す。/打乱队形。</div><div>△お金を崩す。/换零钱。</div>,,,[sound:崩す.mp3],,
<div>癖</div>,くせ,②,[名]习惯；毛病，缺点,△悪い癖はつきやすくて直りにくい。/坏毛病容易沾染，难以改正。&nbsp;,,,[sound:癖.mp3],,
管,くだ,①,[名]管,还有一个读音かん,,,[sound:baidu-9e42ed98-3d5c4471-9b1ff702-bc7a731f-f455c20c.mp3],,
<div>具体的</div>,ぐたいてき,[0],[ナ形]实际，具体的,<div>△具体的に解説する。/具体地解释ー下。</div>,,,[sound:具体的.mp3],,
<div>砕ける</div>,くだける,③,[自動2]破碎，粉碎,△夢が砕ける。/梦想破灭.,,,[sound:砕ける.mp3],,
下る,くだる,[0],[自動1]下，下去；宣判；少于,<div>△判決が下る。/宣判的日子</div><div>△1万を下らない観衆/不少于一万人的观众。</div>,,,[sound:下る.mp3],,
<div>口癖</div>,くちぐせ,[0],[名]ロ头语，ロ头禅,<div>△口癖になる。/成为ロ头禅。&nbsp;</div>,,,[sound:口癖.mp3],,
唇,くちびる,[0],[名]嘴唇，唇,,,,[sound:唇.mp3],,
口紅,くちべに,[0],[名]ロ红,△口紅をつける。/抹ロ红。,,,[sound:口紅.mp3],,
<div>ぐっすり</div>,ぐっすり,③,[副]酣睡，熟睡,△ぐっすり眠った。/睡得很香。,,,[sound:ぐっすり.mp3],,
<div>くどい</div>,くどい,②,[イ形]啰嗦，唠叨;过于浓厚，油腻,<div>△くどい説明/啰嗦的说明</div><div>△くどい味/厚重的味道</div>,,,[sound:くどい.mp3],,
<div>国々</div>,くにぐに,②,[名]各国,△国々の物産/各国的物产,各国（かっこく）①[0][名]各国,,[sound:国々.mp3],,
<div>区別</div>,くべつ,①,[名•他動3]区別;辨別,分清,,,区別がつかない。/分不清。,[sound:区別.mp3],,
<div>〜組</div>,〜くみ,,[接尾]套，副，对,△記念品3組/三套纪念品,,,,,
<div>組合</div>,くみあい,[0],[名]ェ会,合作社,△信用組合/信用合作社,,,[sound:組合.mp3],,
<div>組み合わせる</div>,くみあわせる,⑤[0],<div>[他動2]搭配，配合<span class="Apple-tab-span" style="white-space: pre"> </span></div>,△藤を組み合わせて痛を編む。/用藤条编成篮子。,,,[sound:組み合わせる.mp3],,
<div>組み立てる</div>,くみたてる,④[0],<div>[他動2]组织;装配;组成</div>,<div>△テレビを組み立てる。/装配电视机。</div><div>△文章を組み立てる。/组织文章。</div>,,,[sound:組み立てる.mp3],,
<div>汲む</div>,くむ,[0],[他動1]打水;斟.倒,<div>△水を汲む。/打水。</div><div>△お茶を汲む。/倒茶。</div>,,,[sound:汲む.mp3],,
組む,くむ不是汲む,①,[自他動1]把……交叉起来;合伙，联合,<div>△彼と組んで仕事をする。/和他合伙工作。&nbsp;</div>,,,[sound:組む.mp3],,
<div>悔しい</div>,くやしい,③,[イ形]令人懊悔，气愤,△そのことは今考えても悔しい。/那件事现在想起来也很后悔。,,,[sound:悔しい.mp3],,
<div>悔しがる</div>,くやしがる,④,<div>[自動1]悔恨，懊悔.气愤</div>,△悔しがって涙を流す。/后悔得流泪。,,,[sound:悔しがる.mp3],,
<div>悔やむ</div>,くやむ,②,[自動1]懊悔，后悔,△今更悔やんでも仕方がない。/事到如今后悔也没有用了。,,,[sound:悔やむ.mp3],,
<div>ぐらぐら</div>,ぐらぐら,①,<div>[副•ナ形•自動3]摇摇晃晃；犹豫，摇摆不定</div>,△歯がぐらぐらして抜け落ちた。/牙齿見动，最后脱落了。,,,[sound:ぐらぐら.mp3],,
<div>〜暮らし</div>,〜ぐらし,,[接尾]……生活,△一人暮らし/一个人生活&nbsp;,,,,,
<div>classic</div>,クラシック,③②,<div>[名•ナ形]古典;古典的</div>,△クラシック音楽/古典音乐,,,[sound:クラシック.mp3],,
<div>graph</div>,グラフ,①[0],[名]图表,△わかりやすいグラフを作る。/制作易懂的图表。,,,[sound:グラフ.mp3],,
cleaning,<div>クリーニング</div>,④②,<div>[名]洗濯，干洗</div>,<div>△スーツをクリーニングに备す。/把西装送去干洗。</div><div>△クリーニング屋/干洗店</div>,,,[sound:クリーニング.mp3],,
<div>cream</div>,クリ一ム,②,[名]奶油;乳液,<div>△生クリーム/生奶油</div><div>△ハンドクリーム/护手霜&nbsp;</div>,,,[sound:クリーム.mp3],,
<div>group</div>,グループ,②,[名]群，组;集团,△グループに入る。/加入小组。,,,[sound:グループ.mp3],,
<div>苦しい</div>,くるしい,③,<div>[イ形]痛苦，难受；困难，艰难</div>,<div>△胸が苦しい。/胸ロ难受。</div><div>△苦しい仕事/艰难的工作</div>,,,[sound:苦しい.mp3],,
<div>苦しむ</div>,くるしむ,③,<div>[自動1]感到痛苦,感到难受;受折磨;苦于</div>,<div>△高熱で一晩中苦しんだ。/因为高烧难受了一夜。</div><div>△理解に苦しむ。/难以理解。</div>,,,[sound:苦しむ.mp3],,
<div>暮れ</div>,くれ,[0],[名]日暮，黄昏;年终,△界れの大売出し/年终大甩卖,,,[sound:暮れ.mp3],,
<div>&nbsp;くれぐれも</div>,くれぐれも,③②,<div>[副]恳切地,衷心地;反复周到</div>,<div>△くれぐれも気をつけて。/请多加小心。</div>,,,[sound:くれぐれも.mp3],,
<div>暮れる</div>,くれる,[0],<div>[自動2]日幕,天黑;年终,岁苒</div>,<div>△日が暮れる。/天黑了。</div><div>△年が暮れて、新年を迎える。/岁暮迎春。&nbsp;</div>,,,[sound:暮れる.mp3],,
<div>苦労</div>,くろう,①,[名•自動3]艰苦；费事,△苦労を重ねた両親/历尽艰辛的父母,,,[sound:苦労.mp3],,
<div>黒字</div>,くろじ,[0],[名]盈余,△赤字が黑字に転じる。/扭亏为盈。,,,[sound:黒字.mp3],,
<div>加える</div>,くわえる,[0]③,<div>[他動2]加上,增加;包括;给予</div>,△説明を加える。/加以说明。,,,[sound:加える.mp3],,
<div>詳しい</div>,くわしい,③,<div>[イ形]详细，详密;精通,熟悉</div>,<div>△詳しく報告する。/样细报告。</div><div>△法律に詳しい。/精通法律。</div>,,,[sound:詳しい.mp3],,
<div>敬意</div>,けいい,①,[名]敬意,<div>△先生に敬意を払う。/向老师致敬。</div>,,,[sound:敬意.mp3],,
<div>景気</div>,けいき,[0],[名]景气，商情;繁荣,△最気がいい（悪い)。/景气好（不好）。,不景気(ふけいぎ）②[名•ナ形]萧条，不景气，不繁荣,,[sound:景気.mp3],,
<div>稽古</div>,けいこ,①,[名•他動3]练习；排液，排练,△踊りの稽古をする。/练习跳舞。,,,[sound:稽古.mp3],,
<div>敬語</div>,けいご,[0],[名]敬语,<div>△目上の人と話をする時は敬語を使う。/跟长辈（上司）说话时使用敬语。&nbsp;</div>,<div>△尊敬語(そんけいご）[0][名]尊他语</div><div>△謙譲語（けんじょうご）[0][名]自谦</div>,,[sound:敬語.mp3],,
<div>傾向</div>,けいこう,[0],[名]倾向，趋势,△物価は下がる傾向にある。/物价有下降的趋势。,,,[sound:傾向.mp3],,
<div>経済的</div>,けいざいてき,[0],<div>[ナ形]经济上的;节约</div>,<div>△時問を経済的に使う。/节约使用时间。</div>,,,[sound:経済的.mp3],,
<div>計算</div>,けいさん,[0],<div>[名•他動3]计算；考虑，估计</div>,<div>△運貸は距離で計算する。/运费按距离计算。</div><div>△計算された行動/经过考虑的行动</div>,,,[sound:計算.mp3],,
<div>形式</div>,けいしき,[0],[名]形式,△形式を重んじる。/注重形式。,形(かたち)[0][名]形状•样子;形式,,[sound:形式.mp3],,
<div>掲示板</div>,けいじばん,[0],[名]布告栏，告示牌,△電子掲示板/电子布告栏,,,[sound:掲示板.mp3],,
<div>芸術</div>,げいじゅつ,[0],[名]艺术,△芸術作品/艺术作品,,,[sound:芸術.mp3],,
<div>&nbsp;経費</div>,けいひ,①,[名]经费，开销,<div>△終费がかかる./花费经费。</div><div>△経費削減/削减经费</div>,,,[sound:経費.mp3],,
<div>契約</div>,けいやく,[0],[名•他動3]契约，合同,<div>△契約を結ぶ。/订立合同。</div><div>△契約書/合同</div>,,,[sound:契約.mp3],,
<div>case</div>,ケース,①,[名]事例;箱.盒,<div>△典型的なケース/典型的事例</div><div>△スーツケース/行李箱</div>,,,[sound:ケース.mp3],,
<div>外科</div>,げか,[0],[名]外科,,内科(ないか）[0]①[名]内科,,[sound:外科.mp3],,
<div>下校</div>,げこう,<font face="Helvetica Neue" size="3"><span style="-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);">[0]</span></font><br>,[名•自動3]放学<br>,△下校時間/放学时间<br>,登校（とうこう）[0][名•自動3]上学<br>,,[sound:下校.mp3],,
<div>下車</div>,げしゃ,①,[名•自動3]下车,△途中下車/中途下车,乗車（じょうしゃ）[0] [名•自動3]乘车，坐车,,[sound:下車.mp3],,
<div>下旬</div>,げじゅん,[0],[名]下旬,,<div>△上旬（じょうじゅん）[0] [名]上旬</div><div>△中旬（ちゅうじゅん）[0] [名]中旬</div>,,[sound:下旬.mp3],,
<div>化粧</div>,けしょう,②,<div>[名•自動3]化妆，打扮</div>,<div>△お化粧をする。/化妆.</div><div>△化粧を落とす。/卸妆。</div>,メークアップ（make-up)④[名.自動3]化妆，打扮,,[sound:化粧.mp3],,
<div>下水</div>,げすい,[0],[名]脏水;下水道,△下水を川に流す。/把脏水排到河里。,<div>上水（じょうすい）[0]①[名]自来水；上水道&nbsp;</div>,,[sound:下水.mp3],,
<div>削る</div>,けずる,[0],[他動1]削；削减,<div>△鉛筆を削る。/削鉛笔。</div><div>△予算を削る。/削减预算。</div>,削減（さくげん）[0][名•他動3]削減.删除,,[sound:削る.mp3],,
<div>〜桁</div>,〜けた,,[接尾]……位数,△1桁間違えた。/算错了一位数。,,,,,
<div>下駄</div>,げた,[0],[名]木屐,△下駄を履く（脱ぐ)。/穿（脱）木屐。,,<div>△下駄を履かせる。/虚假;虚夸。</div><div>△下駄を預ける。/交给别人全权处理。</div>,[sound:baidu-3e8fee9c-41b92584-19829a54-188db20d-b2e1ea43.mp3],,
<div>けち</div>,けち,①,[名•ナ形]吝啬，小气;简陋,<div>△けちな人/吝啬的人</div>,,,[sound:baidu-4e18b757-90cf05d6-cb891dea-95edd0ea-2ce3842a.mp3],,
<div>血液</div>,けつえき,②,[名]血液,△血液型/血型,,,[sound:血液.mp3],,
<div>月給</div>,げっきゅう,[0],[名]月薪,△月給を払う。/发ェ资。,,,[sound:月給.mp3],,
<div>結局</div>,けっきょく,[0]④,<div>[名•副]结局，结果;终究，终归到底</div>,△結局はお金の問題だ。/归根到底还是钱的问題,,,[sound:結局.mp3],,
<div>欠勤</div>,けっきん,[0],[名•自動3]缺勤，请假,<div>△病気で会社を欠勤する。/因病请假不上班。</div>,,,[sound:欠勤.mp3],,
<div>決心</div>,けっしん,①,[名•自動3]决心，决意,△なかなか決心がつかない。/下不了决心。,決意（けつい）①[名•自他動3]决定，决心,,[sound:決心.mp3],,
<div>月末</div>,げつまつ,[0],[名]月底,△月末に引っ越す。/月底搬家。,,,[sound:月末.mp3],,
<div>煙い</div>,けむい,②[0],[イ形]烟气熏人的，呛人的,△煙が煙い。/烟气熏人。,煙たい（けむたい）③[0][イ形]烟气熏人的，呛人的,,[sound:煙い.mp3],,
<div>煙</div>,けむり,[0],[名]烟;烟状物,△煙突から煙が出る。/从烟筒冒烟。,,,[sound:煙.mp3],,
<div>蹴る</div>,ける,①,[他動1]踢,△ボールを蹴る。/踢球。,,,[sound:蹴る.mp3],,
<div>件</div>,けん,①,[名]事情,△例の件ですが、…/关于上次说的事情,,,[sound:件.mp3],,
<div>券</div>,けん,①,[名•接尾]票据，票;证书,△乗車券/车票&nbsp;,,,[sound:券.mp3],,
<div>謙虚</div>,けんきょ,①,[名•ナ形]谦和，谦虚,<div>△人の話を謙虛に聞く。/谦虚地听取别人的</div><div>意见。</div>,謙遜（けんそん）[0][名•ナ形汨動3]谦虚;谦逊,,[sound:謙虚.mp3],,
<div>現金</div>,げんきん,③,[名]现金,△現金の持ち合わせがない。/手里没有现金。,,,[sound:現金.mp3],,
<div>検査</div>,けんさ,①,[名•他動3]检査;检验,△学力検查/学习能力测试&nbsp;,,,[sound:検査.mp3],,
<div>現在</div>,げんざい,①,[名]现在，目前,,<div>△過去(かこ）①[名]以前，过去</div><div>△未来(みらい）①[名]未来，将来&nbsp;</div>,,[sound:現在.mp3],,
<div>現実</div>,げんじつ,[0],[名]现实,△厳しい現実/严酷的现实,理想（りそう）[0][名]理想,,[sound:現実.mp3],,
<div>研修</div>,けんしゅう,[0],<div>[名•他動3]研究;培训，进修</div>,<div>△言葉研修センター/语言研究中心</div><div>△研修制度/培训制度</div>,,,[sound:研修.mp3],,
<div>減少</div>,げんしょう,[0],[名.自他動3]减少,△減少傾向をgす。/呈现减少趋势。,增加（ぞうか)[0] [名•自他動3]增加,,[sound:減少.mp3],,
<div>現状</div>,げんじょう,[0],[名]现状,<div>△現状を分析する。/分析现状。</div>,,,[sound:現状.mp3],,
<div>建設</div>,けんせつ,[0],[名.他動3]建设,△高速道路を建設する。/建高速公路。,,,[sound:建設.mp3],,
原料,げんりょう,③,[名]原料,,,,[sound:原料.mp3],,
<div>謙遜</div>,けんそん,[0],[名.ナ形.自動3]谦逊，谦虚；谦让,<div>△嫌遜な態度を取る。/采取谦逊的态度。</div><div>△またそんなご謙遜を。/您又谦虚起来了。</div>,謙虚（けんきょ）①[名•ナ形]谦虚.谦和,,[sound:謙遜.mp3],,
<div>現代</div>,げんだい,①,[名]现代,如今，当代,,近代（きんだい）①[名]近代;现代,,[sound:現代.mp3],,
<div>建築</div>,けんちく,[0],<div>[名.他動3]建筑物；建筑.建造</div>,△校舎を建築する。/建筑校舍。,,,[sound:建築.mp3],,
<div>建築家</div>,けんちくか,[0],[名]建筑师,<div><br /></div>,<div>△デザイナー(designer)②[名]设计师</div><div>△画家(がか）[0][名]両家</div>,,[sound:建築家.mp3],,
<div>検討</div>,けんとう,[0],<div>[名•他動3]讨论，探讨研究</div>,△検討を重ねる。/反复讨论。,討論（とうろん）①[名•自他動3]讨论,,[sound:検討.mp3],,
<div>剣道</div>,けんどう,①,[名]日本剑道,△剣道部/剑道社团,<div>△茶道（さどう）①[名]茶道</div><div>△書道（しょどう)①[名]书法</div><div>△華道/花道（かどう）①[名]花道,插花艺术</div>,,[sound:剣道.mp3],,
<div>濃い</div>,こい,①,[イ形]浓;烈;浓密；黏稠,△化粧が濃い。/浓妆艳抹。<div>△味が濃い。/味道浓。</div>,,,[sound:濃い.mp3],,
<div>件名</div>,けんめい,[0],[名]邮件名，文件名,<div>△件名を読むだけで、メールの内容が大体わかる。/仅看邮件名，就能大体知道邮件的内容。</div>,,,[sound:件名.mp3],,
<div>恋人</div>,こいびと,[0],[名]恋人,△恋人ができた。/有了恋人。,,,[sound:恋人.mp3],,
<div>coin</div>,コイン,①,[名]硬币，货币,△コインロッカー/投币式保管箱,硬貨（こうか)①[名]硬币，金属货币,,[sound:コイン.mp3],,
<div>高〜</div>,こう〜,,[接頭]高,△高収入/高收入,,,,,
<div>〜号</div>,〜ごう,,<div>[接尾](接在车、船、飞机等名称下的)号;（杂志等）号，期</div>,<div>△3号車/三号车厢</div><div>△創刊号/创刊号</div>,,,,,
<div>こういう</div>,こういう,[0],[連体]这种，这样,<div>△こういうこと/这种事</div><div>△こういうふうに/这样地</div>,<div>△そういう[0][連体]那样的</div><div>△どういう①[連体]怎样的，什么样的</div>,,[sound:baidu-50a45dd1-76de5aea-0e6a55ee-545fcdd2-bec66b7c.mp3],,
<div>効果</div>,こうか,①,[名]效果，功效,△効果が現れる。/见效。,,,[sound:効果.mp3],,
<div>硬貨</div>,こうか,①,[名]硬币，金属货币,,<div>コイン(coin)①[名]硬币，货币</div><div>紙幣（しへい）①[名]纸币</div>,,[sound:硬貨.mp3],,
<div>豪華</div>,ごうか,①,[ナ形]豪华，奢华,△豪華な家/豪华的房子,,,[sound:豪華.mp3],,
<div>公開</div>,こうかい,①,[名•他動3]公开,△秘密を公開する。/把秘密公开出来。,,,[sound:公開.mp3],,
<div>公害</div>,こうがい,[0]&nbsp;,[名]公害,△公害を滅らす。/减少公害。,<div>△郊外（こうがい）①[名]郊外,城外</div><div>△構外（こうがい）①[名]院外，围墙之外</div>,,[sound:公害.mp3],,
<div>後期</div>,こうき,①,[名]后期,后半期,△後期の授業/后半期的课,,,[sound:後期.mp3],,
<div>高級</div>,こうきゅう,[0],<div>[名•ナ形]高级，档次高的</div>,△高級料理/高级料理,,,[sound:高級.mp3],,
<div>公共</div>,こうきょう,[0],[名]公共,△公共施没/公共设施,,,[sound:公共.mp3],,
<div>航空</div>,こうくう,[0],[名]航空,△航空券/机票,<div>△航海（こうかい）①[名.自動3]航海，航行</div><div>△エアライン（airline)③[名]航空路线；航</div>,,[sound:航空.mp3],,
<div>航空機</div>,こうくうき,③,[名]飞机，飞船,△航空機事故/飞机事故,飛行機（ひこうき）②[名]飞机,,[sound:航空機.mp3],,
<div>合計</div>,ごうけい,[0],[名•他動3]共计，总计,△合計得点/合计得分,,,[sound:合計.mp3],,
<div>講座</div>,こうざ,[0],[名]讲座,△講座を開く。/开讲座。,,,[sound:講座.mp3],,
<div>交際</div>,こうさい,[0],[名•自動3]交往，应酬,△交際が広い。/交际广。,<div>付き合い（つきあい）③[0][名.自動3]交往，应酬&nbsp;</div>,,[sound:交際.mp3],,
<div>構成</div>,こうせい,[0],[名•他動3]构成,结构,△文章の構成が悪い。/文章的结构不好。,,,[sound:構成.mp3],,
<div>高層</div>,こうそう,[0],[名]髙层,△高層ビル/高楼&nbsp;,,,[sound:高層.mp3],,
<div>高速</div>,こうそく,[0],[名]高速,△高速道路/高速公路,,,[sound:高速.mp3],,
<div>行動</div>,こうどう,[0],[名•自動3]行动,△慎重な荇動を取る。/采取谨慎的行动。,,,[sound:行動.mp3],,
<div>強盗</div>,ごうとう,[0]&nbsp;,[名]强盗;抢劫,△強盗を捕まえる。/捉拿任盗。,,,[sound:強盗.mp3],,
<div>購入</div>,こうにゅう,[0],<div>[名·他動3]购买，购置;采购</div>,△机を購入する。/购买书桌.,,,[sound:購入.mp3],,
<div>幸福</div>,こうふく,[0],[名•ナ形]幸福,△幸福に暮らす。/幸福地生活。,<div>不幸（ふこう）②[名•ナ形]不幸,倒霉</div>,,[sound:幸福.mp3],,
<div>公平</div>,こうへい,[0],[名•ナ形]公平,△公平を欠く。/有失公平。,,,[sound:公平.mp3],,
<div>項目</div>,こうもく,[0],[名]项目；条目,<div>△報告書をいくつかの項目に分ける。/把报告书分为若干项目。</div>,,,[sound:項目.mp3],,
<div>効率</div>,こうりつ,[0],[名]效率,△効率を高める。/提高效率。,,,[sound:効率.mp3],,
<div>交流</div>,こうりゅう,[0],[名•自動3]交流,往来,△文化の交流を図る。/促进文化交流。,,,[sound:交流.mp3],,
<div>〜声</div>,〜ごえ,,[接尾]……声音,<div>△鼻声/鼻音</div><div>△笑い声/笑声</div>,,,,,
<div>越える</div>,こえる,[0],[他動2]越过;超过;胜过,△限度を越える。/超过限度。,,,[sound:越える.mp3],,
<div>course</div>,コース,①,[名]路线；课程，学科,<div>△ハイキングコース/徒步旅行路线</div><div>△大学の基礎コース/大学基础课程</div>,,,[sound:コース.mp3],,
<div>coach</div>,コ一チ,①,[名•他動3]教练;指导,△野球チームのコーチ/棒球教练,,,[sound:コーチ.mp3],,
<div>氷</div>,こおり,[0],[名]冰,,アイス（ice)①[名]冰；冰激凌,,[sound:氷_1452150778360.mp3],,
<div>凍る</div>,こおる,[0],[自動1]结冰,△川が凍る。/河流结冰。,,,[sound:凍る.mp3],,
<div>goal</div>,ゴール,①,[名]终点;球门,△ゴールに飛び込む。/跑到终点。,,,[sound:ゴール.mp3],,
<div>誤解</div>,ごかい,[0],[名•他動3]误解,误会,△誤解を招く。/招惹误会。,勘違い（かんちがい）③[名•自動3]误解，误会,,[sound:誤解.mp3],,
<div>小型</div>,こがた,[0],[名•ナ形]小型,△小型トラック/小型卡车&nbsp;,,,[sound:小型.mp3],,
<div>呼吸</div>,こきゅう,[0],[名•白動3]呼吸；步调,△呼吸を合わせる。/使步调一致；使合拍。,,,[sound:呼吸.mp3],,
<div>故郷</div>,こきょう,①,[名]故乡，家乡,<div>△故郷に帰る。/回故乡。</div><div>△故郷を離れる。/离开家乡。</div>,故郷/故里(ふるさと）②[名]故乡，家乡,,[sound:故郷.mp3],,
<div>国語</div>,こくご,[0],[名]国语，母语,<div>△3か国語を自由に操る。/熟练使用三国语言。</div>,,,[sound:国語.mp3],,
<div>国籍</div>,こくせき,[0],[名]国籍,△二重国箱/双重国籍,,,[sound:国籍.mp3],,
<div>国民</div>,こくみん,[0]&nbsp;,[名]国民,△国民の義務/国民的义务,,,[sound:国民.mp3],,
<div>国立</div>,こくりつ,[0],[名]国立,△国立大学/国立大学,△私立（しりつ）①[名]私立&nbsp;,,[sound:国立.mp3],,
<div>小雨</div>,こさめ,[0],[名]小雨,,大雨（おおあめ）③[名]大雨&nbsp;,,[sound:小雨.mp3],,
<div>腰</div>,こし,[0],[名]腰，腰身,△腰を伸ばす。/伸懒腰。,<div>△腰が低い。/谦逊；和蔼。</div><div>△腰を入れる。/认真地做。</div>,,[sound:腰.mp3],,
<div>腰掛ける</div>,こしかける,④,[自動2]坐下,△椅子に腰掛ける。/坐在椅子上。&nbsp;,,,[sound:腰掛ける.mp3],,
<div>胡椒</div>,こしょう,②,[名]胡椒,,調味料（ちょうみりょう）③[名]调料,胡椒の丸吞み/困囵吞冬,[sound:胡椒.mp3],,
<div>個人</div>,こじん,①,[名]个人,△個人ユーザ一/个人用户,,,[sound:個人.mp3],,
<div>cost</div>,コス卜,①,[名]成本,生产费,△生産コストを下げる。/降低生产成本。,,,[sound:コスト.mp3],,
<div>擦る</div>,こする,②,[他動1]摩擦,擦;揉,搓,△雑巾で擦る。/用抹布擦。,,,[sound:擦る.mp3],,
<div>個性</div>,こせい,①,[名]个性,△個性が強い人/个性任的人,,,[sound:個性.mp3],,
<div>固体</div>,こたい,[0],[名]固体,,△気体（きたい）[0] [名]气体<div>△液体（えきたい）[0][名]液体</div>,,[sound:固体.mp3],,
国家,こっか,①,[名]国家,,,,[sound:国家.mp3],,
<div>国会</div>,こっかい,[0],[名]国会，议会,△国会を解散する。/解散国会.,,,[sound:国会.mp3],,
<div>小遣い</div>,こづかい,①,[名]零钱，零用钱,△子どもにお小遣いをやる。/给孩子零用钱。,,,[sound:小遣い.mp3],,
<div>骨折</div>,こっせつ,[0],[名.自動3]骨折,△骨折して歩けない。/骨折了，不能走路。,骨が折れる。/费カ气；困难，棘手。,,[sound:骨折.mp3],,
<div>こっそり</div>,こっそり,③,[副]悄悄地，偷偷地,△こっそりと出ていく。/偷倫地走出去。,,,[sound:こっそり.mp3],,
小包,こづつみ,②,[名]包裹，邮包,△小包を出す。/キ包裏。&nbsp;,,,[sound:小包.mp3],,
<div>断る</div>,ことわる,③,[他動1]预先通知；谢绝,<div>△前もって断っておく。/领先通知。</div><div>△注文を断る。/谢绝订货。</div>,,,[sound:断る.mp3],,
<div>粉</div>,こな,②,[名]粉,粉末,△米の粉/米粉,,,[sound:baidu-794e55fe-161cf726-9367d60d-26173cc5-bbd960e5.mp3],,
<div>この間</div>,このあいだ,⑤[0],<div>[名]前些天，最近 ； 上次</div>,<div>△この間はどうもありがとうございまし</div><div>た。/上次真是榭谢您了。</div>,,,[sound:この間.mp3],,
<div>好み</div>,このみ,①③,[名]爱好;希望；流行,△好みは人によって違う。/爱好因人而异。&nbsp;,,,[sound:好み.mp3],,
<div>零す</div>,こぼす,②,[他動1]洒;泼;漏;发牢骚,,<div><span class="Apple-tab-span" style="white-space: pre;">△</span>涙を零す。/洒泪。</div><div>△愚痴を零す。/发牢骚。</div>,,[sound:零す.mp3],,
